director	movie	year	rating	votes	cover	fcover
William A. Wellman	 Viva Villa!	 1934	 6.6	 793	 http://ia.media-imdb.com/images/M/MV5BMTc5NDA3NDA2M15BMl5BanBnXkFtZTgwMDM2NjQzMTE@._V1._SX100_SY131_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTc5NDA3NDA2M15BMl5BanBnXkFtZTgwMDM2NjQzMTE@.jpg
William A. Wellman	 Looking for Trouble	 1934	 6.6	 69	 NA	 NA
William A. Wellman	 Female	 1933	 6.8	 1097	 http://ia.media-imdb.com/images/M/MV5BMTc5ODQzNzU3MF5BMl5BanBnXkFtZTcwOTY3ODEyMQ@@._V1._SX75_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTc5ODQzNzU3MF5BMl5BanBnXkFtZTcwOTY3ODEyMQ@@.jpg
William A. Wellman	 College Coach	 1933	 5.9	 300	 NA	 NA
William A. Wellman	 Wild Boys of the Road	 1933	 7.5	 1275	 http://ia.media-imdb.com/images/M/MV5BMTY3NTk0OTE4NF5BMl5BanBnXkFtZTcwOTkwODQ5Ng@@._V1._SX100_SY129_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTY3NTk0OTE4NF5BMl5BanBnXkFtZTcwOTkwODQ5Ng@@.jpg
William A. Wellman	 Midnight Mary	 1933	 7.1	 808	 http://ia.media-imdb.com/images/M/MV5BMjAzMDU0MTA4N15BMl5BanBnXkFtZTcwOTgxMjU5Ng@@._V1._SX100_SY76_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjAzMDU0MTA4N15BMl5BanBnXkFtZTcwOTgxMjU5Ng@@.jpg
William A. Wellman	 Heroes for Sale	 1933	 7.7	 1663	 http://ia.media-imdb.com/images/M/MV5BNjMwMTU5NDA0NV5BMl5BanBnXkFtZTcwNTYxMjU5Ng@@._V1._SX100_SY129_.jpg	 http://ia.media-imdb.com/images/M/MV5BNjMwMTU5NDA0NV5BMl5BanBnXkFtZTcwNTYxMjU5Ng@@.jpg
William A. Wellman	 Lilly Turner	 1933	 6.5	 260	 NA	 NA
William A. Wellman	 Central Airport	 1933	 6.4	 248	 http://ia.media-imdb.com/images/M/MV5BMTkwMzgxMDgyOV5BMl5BanBnXkFtZTcwNTU3NjYxNA@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTkwMzgxMDgyOV5BMl5BanBnXkFtZTcwNTU3NjYxNA@@.jpg
William A. Wellman	 Frisco Jenny	 1932	 6.8	 656	 http://ia.media-imdb.com/images/M/MV5BMTY1MjU5MDA5MF5BMl5BanBnXkFtZTgwNzMzMDMyMjE@._V1._SX89_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTY1MjU5MDA5MF5BMl5BanBnXkFtZTgwNzMzMDMyMjE@.jpg
William A. Wellman	 The Conquerors	 1932	 6.4	 172	 NA	 NA
William A. Wellman	 The Purchase Price	 1932	 6.4	 863	 http://ia.media-imdb.com/images/M/MV5BMTUxOTU2MTY2Ml5BMl5BanBnXkFtZTcwOTU0NDcxMQ@@._V1._SX74_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTUxOTU2MTY2Ml5BMl5BanBnXkFtZTcwOTU0NDcxMQ@@.jpg
William A. Wellman	 Love Is a Racket	 1932	 6.4	 291	 NA	 NA
William A. Wellman	 So Big!	 1932	 7.2	 950	 NA	 NA
William A. Wellman	 The Hatchet Man	 1932	 6.4	 504	 NA	 NA
William A. Wellman	 Safe in Hell	 1931	 7.1	 672	 http://ia.media-imdb.com/images/M/MV5BMjI3MDE4Mjk4OV5BMl5BanBnXkFtZTgwMzI5Njc0MjE@._V1._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjI3MDE4Mjk4OV5BMl5BanBnXkFtZTgwMzI5Njc0MjE@.jpg
William A. Wellman	 The Star Witness	 1931	 6.4	 417	 NA	 NA
William A. Wellman	 Night Nurse	 1931	 7.0	 2168	 http://ia.media-imdb.com/images/M/MV5BMjI5NDc2Nzg2N15BMl5BanBnXkFtZTcwMTI4NzM5Ng@@._V1._SX100_SY139_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjI5NDc2Nzg2N15BMl5BanBnXkFtZTcwMTI4NzM5Ng@@.jpg
William A. Wellman	 The Public Enemy	 1931	 7.8	 12673	 http://ia.media-imdb.com/images/M/MV5BMTcwNjc3OTIzNl5BMl5BanBnXkFtZTgwMTg0OTMyMjE@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTcwNjc3OTIzNl5BMl5BanBnXkFtZTgwMTg0OTMyMjE@.jpg
William A. Wellman	 Other Men's Women	 1931	 6.6	 750	 http://ia.media-imdb.com/images/M/MV5BODY5MDE4NDgyOF5BMl5BanBnXkFtZTcwMDUyMjU5Ng@@._V1._SX100_SY127_.jpg	 http://ia.media-imdb.com/images/M/MV5BODY5MDE4NDgyOF5BMl5BanBnXkFtZTcwMDUyMjU5Ng@@.jpg
William A. Wellman	 Maybe It's Love	 1930	 5.2	 150	 NA	 NA
William A. Wellman	 Young Eagles	 1930	 5.5	 17	 NA	 NA
William A. Wellman	 Dangerous Paradise	 1930	 5.2	 40	 NA	 NA
William A. Wellman	 Woman Trap	 1929	 5.8	 20	 NA	 NA
William A. Wellman	 The Man I Love	 1929	 5.5	 38	 NA	 NA
William A. Wellman	 Chinatown Nights	 1929	 6.3	 42	 NA	 NA
William A. Wellman	 Beggars of Life	 1928	 7.8	 527	 http://ia.media-imdb.com/images/M/MV5BMTQzNDM3MjMzN15BMl5BanBnXkFtZTcwMzc1NzM5Ng@@._V1._SX100_SY129_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQzNDM3MjMzN15BMl5BanBnXkFtZTcwMzc1NzM5Ng@@.jpg
William A. Wellman	 Ladies of the Mob	 1928	 7.6	 21	 http://ia.media-imdb.com/images/M/MV5BMTI3OTYxNDI4Ml5BMl5BanBnXkFtZTYwOTUxNDM2._V1._SX100_SY79_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTI3OTYxNDI4Ml5BMl5BanBnXkFtZTYwOTUxNDM2.jpg
William A. Wellman	 The Legion of the Condemned	 1928	 5.3	 32	 http://ia.media-imdb.com/images/M/MV5BMjM0OTUxMTc5N15BMl5BanBnXkFtZTgwNTgwNjQ1MjE@._V1._CR50.883331298828125,11.533340454101562,237,480._SX69_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjM0OTUxMTc5N15BMl5BanBnXkFtZTgwNTgwNjQ1MjE@._V1._CR50.883331298828125,11.533340454101562,237,480._SX69_SY140_.jpg
William A. Wellman	 Wings	 1927	 7.8	 7444	 http://ia.media-imdb.com/images/M/MV5BMzY5Nzk5NzA3M15BMl5BanBnXkFtZTgwMzA5NzM2MzE@._V1._SX88_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMzY5Nzk5NzA3M15BMl5BanBnXkFtZTgwMzA5NzM2MzE@.jpg
William A. Wellman	 The Cat's Pajamas	 1926	 5.0	 6	 NA	 NA
William A. Wellman	 You Never Know Women	 1926	 6.6	 26	 NA	 NA
William A. Wellman	 The Boob	 1926	 4.9	 338	 http://ia.media-imdb.com/images/M/MV5BMTQ4Mzk0NjE4NV5BMl5BanBnXkFtZTcwNjgzMDAyMw@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQ4Mzk0NjE4NV5BMl5BanBnXkFtZTcwNjgzMDAyMw@@.jpg
William A. Wellman	 When Husbands Flirt	 1925	 4.0	 6	 NA	 NA
William A. Wellman	 The Circus Cowboy	 1924	 2.8	 6	 NA	 NA
William A. Wellman	 The Vagabond Trail	 1924	 4.9	 7	 NA	 NA
William A. Wellman	 Not a Drum Was Heard	 1924	 4.4	 7	 NA	 NA
William A. Wellman	 Cupid's Fireman	 1923	 3.9	 9	 NA	 NA
William A. Wellman	 Big Dan	 1923	 3.7	 10	 NA	 NA
William A. Wellman	 Second Hand Love	 1923	 3.0	 5	 NA	 NA
William A. Wellman	 The Man Who Won	 1923	 4.6	 7	 NA	 NA
William A. Wellman	 The Twins of Suffering Creek	 1920	 6.7	 12	 NA	 NA
F.W. Murnau	 Tabu: A Story of the South Seas	 1931	 7.6	 3181	 http://ia.media-imdb.com/images/M/MV5BODIwODc1MTU0OV5BMl5BanBnXkFtZTgwMjU2MzU0MjE@._V1._SX100_SY130_.jpg	 http://ia.media-imdb.com/images/M/MV5BODIwODc1MTU0OV5BMl5BanBnXkFtZTgwMjU2MzU0MjE@.jpg
F.W. Murnau	 City Girl	 1930	 7.9	 1848	 http://ia.media-imdb.com/images/M/MV5BMTU3MDI5Mjc2N15BMl5BanBnXkFtZTcwMTIwMDQ2Mw@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTU3MDI5Mjc2N15BMl5BanBnXkFtZTcwMTIwMDQ2Mw@@.jpg
F.W. Murnau	 4 Devils	 1928	 7.1	 114	 http://ia.media-imdb.com/images/M/MV5BNzk5MzQ4NDI2M15BMl5BanBnXkFtZTgwMDM1Mzg4MjE@._V1._SX100_SY85_.jpg	 http://ia.media-imdb.com/images/M/MV5BNzk5MzQ4NDI2M15BMl5BanBnXkFtZTgwMDM1Mzg4MjE@.jpg
F.W. Murnau	 Sunrise: A Song of Two Humans	 1927	 8.4	 25599	 http://ia.media-imdb.com/images/M/MV5BMjIzNzg4MzcxNV5BMl5BanBnXkFtZTgwMTgzNTE0MTE@._V1._SX91_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjIzNzg4MzcxNV5BMl5BanBnXkFtZTgwMTgzNTE0MTE@.jpg
F.W. Murnau	 Faust: Eine deutsche Volkssage	 1926	 8.1	 9946	 http://ia.media-imdb.com/images/M/MV5BMTU4NTc3ODQ3MF5BMl5BanBnXkFtZTgwMjI2MjUwMzE@._V1._SX90_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTU4NTc3ODQ3MF5BMl5BanBnXkFtZTgwMjI2MjUwMzE@.jpg
F.W. Murnau	 Herr Tartüff	 1925	 7.3	 1240	 http://ia.media-imdb.com/images/M/MV5BODY5NTcyMTY2NF5BMl5BanBnXkFtZTgwOTI1Mzg4MjE@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BODY5NTcyMTY2NF5BMl5BanBnXkFtZTgwOTI1Mzg4MjE@.jpg
F.W. Murnau	 Der letzte Mann	 1924	 8.1	 8630	 http://ia.media-imdb.com/images/M/MV5BMTk2MzY4MzcwOV5BMl5BanBnXkFtZTgwOTU4NTcwMjE@._V1._SX100_SY131_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTk2MzY4MzcwOV5BMl5BanBnXkFtZTgwOTU4NTcwMjE@.jpg
F.W. Murnau	 Die Finanzen des Großherzogs	 1924	 6.6	 430	 http://ia.media-imdb.com/images/M/MV5BMjAxNzk3NjUwMl5BMl5BanBnXkFtZTcwMzIxMTMzNA@@._V1._CR4,2,1264,1685._SX100_SY133_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjAxNzk3NjUwMl5BMl5BanBnXkFtZTcwMzIxMTMzNA@@._V1._CR4,2,1264,1685._SX100_SY133_.jpg
F.W. Murnau	 Phantom	 1922	 7.0	 996	 http://ia.media-imdb.com/images/M/MV5BMjA4ODIxODkxMl5BMl5BanBnXkFtZTgwOTIwODgwMzE@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjA4ODIxODkxMl5BMl5BanBnXkFtZTgwOTIwODgwMzE@.jpg
F.W. Murnau	 Der brennende Acker	 1922	 7.2	 353	 NA	 NA
F.W. Murnau	 Nosferatu, eine Symphonie des Grauens	 1922	 8.0	 65069	 http://ia.media-imdb.com/images/M/MV5BMzgwNzQ3NDM4N15BMl5BanBnXkFtZTgwODU1MDM5MTE@._V1._SX100_SY134_.jpg	 http://ia.media-imdb.com/images/M/MV5BMzgwNzQ3NDM4N15BMl5BanBnXkFtZTgwODU1MDM5MTE@.jpg
F.W. Murnau	 Marizza, genannt die Schmuggler-Madonna	 1922	 6.9	 37	 NA	 NA
F.W. Murnau	 Schloß Vogelöd	 1921	 6.3	 780	 http://ia.media-imdb.com/images/M/MV5BMTQwNTQ2Njg3M15BMl5BanBnXkFtZTgwNjI1MTA5MTE@._V1._SX100_SY74_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQwNTQ2Njg3M15BMl5BanBnXkFtZTgwNjI1MTA5MTE@.jpg
F.W. Murnau	 Sehnsucht	 1921	 7.2	 29	 NA	 NA
F.W. Murnau	 Der Gang in die Nacht	 1921	 6.7	 161	 NA	 NA
F.W. Murnau	 Abend - Nacht - Morgen	 1920	 6.8	 23	 NA	 NA
F.W. Murnau	 Der Januskopf	 1920	 7.1	 65	 NA	 NA
F.W. Murnau	 Der Bucklige und die Tänzerin	 1920	 6.0	 37	 NA	 NA
F.W. Murnau	 Satanas	 1920	 7.4	 41	 NA	 NA
F.W. Murnau	 Der Knabe in Blau	 1919	 7.5	 28	 NA	 NA
Asghar Farhadi	 Untitled Asghar Farhadi Project	 2017	 NA	 NA	 NA	 NA
Asghar Farhadi	 Seller	 2016	 NA	 NA	 NA	 NA
Asghar Farhadi	 Le passé	 2013	 7.9	 30975	 http://ia.media-imdb.com/images/M/MV5BMTcxNTgzNDg1N15BMl5BanBnXkFtZTgwNjg4MzI1MDE@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTcxNTgzNDg1N15BMl5BanBnXkFtZTgwNjg4MzI1MDE@.jpg
Asghar Farhadi	 Jodaeiye Nader az Simin	 2011	 8.4	 140448	 http://ia.media-imdb.com/images/M/MV5BMTYzMzU4NDUwOF5BMl5BanBnXkFtZTcwMTM5MjA5Ng@@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTYzMzU4NDUwOF5BMl5BanBnXkFtZTcwMTM5MjA5Ng@@.jpg
Asghar Farhadi	 Darbareye Elly	 2009	 8.1	 22462	 http://ia.media-imdb.com/images/M/MV5BMTQ0MzQxODQ0MV5BMl5BanBnXkFtZTgwNTQ0NzY4NDE@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQ0MzQxODQ0MV5BMl5BanBnXkFtZTgwNTQ0NzY4NDE@.jpg
Asghar Farhadi	 Chaharshanbe-soori	 2006	 8.0	 4086	 NA	 NA
Asghar Farhadi	 Shah-re ziba	 2004	 7.9	 2881	 NA	 NA
Asghar Farhadi	 Raghs dar ghobar	 2003	 7.3	 686	 NA	 NA
George Stevens	 The Only Game in Town	 1970	 5.8	 566	 http://ia.media-imdb.com/images/M/MV5BMTI3MTI1MjM1NV5BMl5BanBnXkFtZTcwMzA0MTgyMQ@@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTI3MTI1MjM1NV5BMl5BanBnXkFtZTcwMzA0MTgyMQ@@.jpg
George Stevens	 The Greatest Story Ever Told	 1965	 6.5	 6148	 http://ia.media-imdb.com/images/M/MV5BMTU4NDQ3Mzg3Ml5BMl5BanBnXkFtZTcwNjg5MTkzNA@@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTU4NDQ3Mzg3Ml5BMl5BanBnXkFtZTcwNjg5MTkzNA@@.jpg
George Stevens	 The Diary of Anne Frank	 1959	 7.4	 9288	 http://ia.media-imdb.com/images/M/MV5BMjE1OTYxMTc1NV5BMl5BanBnXkFtZTcwOTY1OTQyMQ@@._V1._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjE1OTYxMTc1NV5BMl5BanBnXkFtZTcwOTY1OTQyMQ@@.jpg
George Stevens	 Giant	 1956	 7.7	 25024	 http://ia.media-imdb.com/images/M/MV5BMjAwMTg5NjA3MV5BMl5BanBnXkFtZTgwOTQ4NzMxMDE@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjAwMTg5NjA3MV5BMl5BanBnXkFtZTgwOTQ4NzMxMDE@.jpg
George Stevens	 Shane	 1953	 7.7	 26798	 http://ia.media-imdb.com/images/M/MV5BMTM0Nzg5NzE5Ml5BMl5BanBnXkFtZTcwNzE3NDkyMQ@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTM0Nzg5NzE5Ml5BMl5BanBnXkFtZTcwNzE3NDkyMQ@@.jpg
George Stevens	 Something to Live For	 1952	 6.6	 183	 http://ia.media-imdb.com/images/M/MV5BMjczOTg3MDM1Nl5BMl5BanBnXkFtZTgwNzY1Nzk1MDE@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjczOTg3MDM1Nl5BMl5BanBnXkFtZTgwNzY1Nzk1MDE@.jpg
George Stevens	 A Place in the Sun	 1951	 7.8	 14352	 http://ia.media-imdb.com/images/M/MV5BNDExMDU1NTUxNl5BMl5BanBnXkFtZTYwMjYyMTU5._V1._SX77_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BNDExMDU1NTUxNl5BMl5BanBnXkFtZTYwMjYyMTU5.jpg
George Stevens	 I Remember Mama	 1948	 8.3	 3747	 http://ia.media-imdb.com/images/M/MV5BMTQ1OTQ5NTk5MV5BMl5BanBnXkFtZTcwODI1MDcyMQ@@._V1._CR21,25,277,405._SX96_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQ1OTQ5NTk5MV5BMl5BanBnXkFtZTcwODI1MDcyMQ@@._V1._CR21,25,277,405._SX96_SY140_.jpg
George Stevens	 On Our Merry Way	 1948	 6.0	 457	 http://ia.media-imdb.com/images/M/MV5BMTI3NzEyMzc1NV5BMl5BanBnXkFtZTcwNDE0NzYyMQ@@._V1._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTI3NzEyMzc1NV5BMl5BanBnXkFtZTcwNDE0NzYyMQ@@.jpg
George Stevens	 The More the Merrier	 1943	 8.0	 3810	 http://ia.media-imdb.com/images/M/MV5BMjA1MzQ5NTIxMV5BMl5BanBnXkFtZTcwNDg4ODYyMQ@@._V1._SX97_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjA1MzQ5NTIxMV5BMl5BanBnXkFtZTcwNDg4ODYyMQ@@.jpg
George Stevens	 The Talk of the Town	 1942	 7.6	 5125	 http://ia.media-imdb.com/images/M/MV5BODUzNTY5MjI1OV5BMl5BanBnXkFtZTgwNTc3NDgyMTE@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BODUzNTY5MjI1OV5BMl5BanBnXkFtZTgwNTc3NDgyMTE@.jpg
George Stevens	 Woman of the Year	 1942	 7.3	 6572	 http://ia.media-imdb.com/images/M/MV5BMTI0MjIwNjcxNF5BMl5BanBnXkFtZTcwNDcwMzIyMQ@@._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTI0MjIwNjcxNF5BMl5BanBnXkFtZTcwNDcwMzIyMQ@@.jpg
George Stevens	 Penny Serenade	 1941	 7.1	 4335	 http://ia.media-imdb.com/images/M/MV5BMTA3MDI0MTc2NzReQTJeQWpwZ15BbWU3MDk5MjM1NTE@._V1._SX100_SY100_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTA3MDI0MTc2NzReQTJeQWpwZ15BbWU3MDk5MjM1NTE@.jpg
George Stevens	 Vigil in the Night	 1940	 6.8	 503	 NA	 NA
George Stevens	 Gunga Din	 1939	 7.5	 8446	 http://ia.media-imdb.com/images/M/MV5BMjAwMzEyMTk4NF5BMl5BanBnXkFtZTgwNTg0MjkyMTE@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjAwMzEyMTk4NF5BMl5BanBnXkFtZTgwNTg0MjkyMTE@.jpg
George Stevens	 Vivacious Lady	 1938	 7.3	 2097	 http://ia.media-imdb.com/images/M/MV5BMjAyMzQ5ODI5OV5BMl5BanBnXkFtZTcwMDM3MjcyMQ@@._V1._CR79,17,238,339._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjAyMzQ5ODI5OV5BMl5BanBnXkFtZTcwMDM3MjcyMQ@@._V1._CR79,17,238,339._SX98_SY140_.jpg
George Stevens	 A Damsel in Distress	 1937	 7.0	 1262	 http://ia.media-imdb.com/images/M/MV5BMTQ5NjIxMjg0N15BMl5BanBnXkFtZTgwMTEyMDkwMzE@._V1._CR26,52,296,441._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQ5NjIxMjg0N15BMl5BanBnXkFtZTgwMTEyMDkwMzE@._V1._CR26,52,296,441._SX94_SY140_.jpg
George Stevens	 Quality Street	 1937	 6.4	 747	 http://ia.media-imdb.com/images/M/MV5BMTY4OTMyODc4OV5BMl5BanBnXkFtZTcwMzI0MDAyMw@@._V1._CR36,56,283,439._SX90_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTY4OTMyODc4OV5BMl5BanBnXkFtZTcwMzI0MDAyMw@@._V1._CR36,56,283,439._SX90_SY140_.jpg
George Stevens	 Swing Time	 1936	 7.7	 8622	 http://ia.media-imdb.com/images/M/MV5BMjExMjQ0NzI0MV5BMl5BanBnXkFtZTgwODEwMzQwMjE@._V1._SX100_SY130_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjExMjQ0NzI0MV5BMl5BanBnXkFtZTgwODEwMzQwMjE@.jpg
George Stevens	 Annie Oakley	 1935	 6.8	 1129	 http://ia.media-imdb.com/images/M/MV5BMzYwNzUzNzIzM15BMl5BanBnXkFtZTgwNjkwODgxNDE@._V1._CR12,10,306,474._SX90_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMzYwNzUzNzIzM15BMl5BanBnXkFtZTgwNjkwODgxNDE@._V1._CR12,10,306,474._SX90_SY140_.jpg
George Stevens	 Alice Adams	 1935	 7.1	 2627	 http://ia.media-imdb.com/images/M/MV5BMTIwNzM5NTcwNF5BMl5BanBnXkFtZTYwMjY4Mzg5._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTIwNzM5NTcwNF5BMl5BanBnXkFtZTYwMjY4Mzg5.jpg
George Stevens	 The Nitwits	 1935	 6.0	 221	 NA	 NA
George Stevens	 Laddie	 1935	 5.2	 9	 NA	 NA
George Stevens	 Kentucky Kernels	 1934	 6.0	 206	 http://ia.media-imdb.com/images/M/MV5BMTQyNDg5OTE2M15BMl5BanBnXkFtZTgwODE4Njk1MDE@._V1._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQyNDg5OTE2M15BMl5BanBnXkFtZTgwODE4Njk1MDE@.jpg
George Stevens	 Bachelor Bait	 1934	 6.1	 157	 NA	 NA
George Stevens	 Hollywood Party	 1934	 6.3	 516	 http://ia.media-imdb.com/images/M/MV5BMTI5MjM2NzQ3Nl5BMl5BanBnXkFtZTYwMDI1Njg5._V1._SX100_SY132_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTI5MjM2NzQ3Nl5BMl5BanBnXkFtZTYwMDI1Njg5.jpg
George Stevens	 The Cohens and Kellys in Trouble	 1933	 3.0	 6	 NA	 NA
Giuseppe Tornatore	 La corrispondenza	 2016	 NA	 NA	 NA	 NA
Giuseppe Tornatore	 La migliore offerta	 2013	 7.8	 60910	 http://ia.media-imdb.com/images/M/MV5BMTQ4MzQ3NjA0N15BMl5BanBnXkFtZTgwODQyNjQ4MDE@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQ4MzQ3NjA0N15BMl5BanBnXkFtZTgwODQyNjQ4MDE@.jpg
Giuseppe Tornatore	 Baarìa	 2009	 6.9	 5042	 http://ia.media-imdb.com/images/M/MV5BMTk0NjMwMjE1Nl5BMl5BanBnXkFtZTcwOTYyMDc5Mg@@._V1._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTk0NjMwMjE1Nl5BMl5BanBnXkFtZTcwOTYyMDc5Mg@@.jpg
Giuseppe Tornatore	 La sconosciuta	 2006	 7.5	 8634	 http://ia.media-imdb.com/images/M/MV5BMjIwMDc2NTU0NF5BMl5BanBnXkFtZTcwMzEyMjk1Mg@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjIwMDc2NTU0NF5BMl5BanBnXkFtZTcwMzEyMjk1Mg@@.jpg
Giuseppe Tornatore	 Malèna	 2000	 7.5	 61511	 http://ia.media-imdb.com/images/M/MV5BMTI0MzgzMDQ1NV5BMl5BanBnXkFtZTcwODgwNjUxMQ@@._V1._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTI0MzgzMDQ1NV5BMl5BanBnXkFtZTcwODgwNjUxMQ@@.jpg
Giuseppe Tornatore	 La leggenda del pianista sull'oceano	 1998	 8.1	 37961	 http://ia.media-imdb.com/images/M/MV5BMTA3MTcxNjE0NzNeQTJeQWpwZ15BbWU4MDc3NjUxNDAx._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTA3MTcxNjE0NzNeQTJeQWpwZ15BbWU4MDc3NjUxNDAx.jpg
Giuseppe Tornatore	 L'uomo delle stelle	 1995	 7.3	 3576	 http://ia.media-imdb.com/images/M/MV5BMjE0MTE1ODI3MF5BMl5BanBnXkFtZTcwMTMwMTkxMQ@@._V1._SX97_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjE0MTE1ODI3MF5BMl5BanBnXkFtZTcwMTMwMTkxMQ@@.jpg
Giuseppe Tornatore	 Una pura formalità	 1994	 7.9	 6438	 http://ia.media-imdb.com/images/M/MV5BMTM0NjI5MTAzM15BMl5BanBnXkFtZTcwMDc2OTEyMQ@@._V1._SX78_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTM0NjI5MTAzM15BMl5BanBnXkFtZTcwMDc2OTEyMQ@@.jpg
Giuseppe Tornatore	 La domenica specialmente	 1991	 6.7	 192	 http://ia.media-imdb.com/images/M/MV5BMTY3ODE5MzQ1OF5BMl5BanBnXkFtZTcwMDQ0MDE2MQ@@._V1._SX100_SY100_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTY3ODE5MzQ1OF5BMl5BanBnXkFtZTcwMDQ0MDE2MQ@@.jpg
Giuseppe Tornatore	 Stanno tutti bene	 1990	 7.8	 2370	 http://ia.media-imdb.com/images/M/MV5BMTYyNDQ0OTM5M15BMl5BanBnXkFtZTcwMTIyNTEyMQ@@._V1._SX79_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTYyNDQ0OTM5M15BMl5BanBnXkFtZTcwMTIyNTEyMQ@@.jpg
Giuseppe Tornatore	 Nuovo Cinema Paradiso	 1988	 8.5	 139131	 http://ia.media-imdb.com/images/M/MV5BMjIzMTgzOTEwOF5BMl5BanBnXkFtZTgwNTUxNjcxMTE@._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjIzMTgzOTEwOF5BMl5BanBnXkFtZTgwNTUxNjcxMTE@.jpg
Giuseppe Tornatore	 Il camorrista	 1986	 7.2	 805	 http://ia.media-imdb.com/images/M/MV5BMTg0MzM5MjU0NF5BMl5BanBnXkFtZTcwOTA2MDcyMQ@@._V1._SX100_SY136_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTg0MzM5MjU0NF5BMl5BanBnXkFtZTcwOTA2MDcyMQ@@.jpg
Jean Renoir	 Le caporal épinglé	 1962	 7.1	 523	 http://ia.media-imdb.com/images/M/MV5BMTc4MDM4MjkyNV5BMl5BanBnXkFtZTcwMTY4MTYyMQ@@._V1._SX100_SY132_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTc4MDM4MjkyNV5BMl5BanBnXkFtZTcwMTY4MTYyMQ@@.jpg
